,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Year,Month_Year
346,Ahmedabad,16,Silver,Bills,F,934683, India,Jun,2014,Jun 2014
347,Ahmedabad,7,Signature,Bills,F,454570, India,Jul,2014,Jul 2014
348,Greater Mumbai,28,Gold,Bills,F,654519, India,Jan,2015,Jan 2015
349,Ahmedabad,12,Gold,Bills,F,958047, India,Jun,2014,Jun 2014
350,Bengaluru,3,Silver,Bills,F,465281, India,Nov,2013,Nov 2013
351,Ahmedabad,31,Signature,Bills,F,653161, India,Dec,2013,Dec 2013
352,Ahmedabad,14,Gold,Bills,F,307350, India,Apr,2014,Apr 2014
353,Greater Mumbai,27,Silver,Bills,F,41002, India,Aug,2014,Aug 2014
354,Bengaluru,3,Silver,Bills,F,34743, India,Jan,2014,Jan 2014
355,Bengaluru,26,Signature,Bills,F,195589, India,Sep,2014,Sep 2014
356,Bengaluru,10,Signature,Bills,F,204735, India,Mar,2014,Mar 2014
357,Ahmedabad,14,Signature,Bills,F,118112, India,May,2014,May 2014
358,Greater Mumbai,12,Platinum,Bills,F,61572, India,Dec,2013,Dec 2013
359,Delhi,25,Gold,Bills,F,274938, India,Feb,2015,Feb 2015
360,Greater Mumbai,21,Signature,Bills,F,43854, India,Feb,2014,Feb 2014
361,Delhi,27,Gold,Bills,F,8798, India,Apr,2014,Apr 2014
362,Greater Mumbai,8,Gold,Bills,F,192241, India,May,2015,May 2015
363,Bengaluru,10,Silver,Bills,F,128164, India,Apr,2014,Apr 2014
364,Delhi,28,Signature,Bills,F,249061, India,Apr,2014,Apr 2014
365,Greater Mumbai,29,Gold,Bills,F,275283, India,Jan,2014,Jan 2014
366,Greater Mumbai,3,Platinum,Bills,F,172194, India,Jan,2014,Jan 2014
367,Ahmedabad,13,Gold,Bills,F,13162, India,May,2015,May 2015
368,Bengaluru,5,Platinum,Bills,F,3427, India,Feb,2015,Feb 2015
369,Bengaluru,7,Gold,Bills,F,171374, India,Jan,2015,Jan 2015
370,Delhi,19,Signature,Bills,F,286251, India,Feb,2015,Feb 2015
371,Ahmedabad,19,Platinum,Bills,F,123417, India,Oct,2014,Oct 2014
372,Delhi,3,Silver,Bills,F,81088, India,Dec,2013,Dec 2013
373,Ahmedabad,26,Signature,Bills,F,64113, India,Oct,2014,Oct 2014
374,Bengaluru,27,Platinum,Bills,F,54374, India,Mar,2014,Mar 2014
375,Ahmedabad,18,Signature,Bills,F,175515, India,Mar,2015,Mar 2015
376,Delhi,25,Gold,Bills,F,78773, India,Nov,2013,Nov 2013
377,Bengaluru,25,Signature,Bills,F,143515, India,Jun,2014,Jun 2014
378,Delhi,22,Silver,Bills,F,263613, India,Nov,2014,Nov 2014
379,Greater Mumbai,22,Platinum,Bills,F,265434, India,Apr,2015,Apr 2015
380,Delhi,3,Signature,Bills,F,87839, India,Jun,2014,Jun 2014
381,Delhi,16,Signature,Bills,F,60905, India,Jun,2014,Jun 2014
382,Delhi,9,Platinum,Bills,F,199726, India,Apr,2015,Apr 2015
383,Delhi,20,Silver,Bills,F,267896, India,Jan,2015,Jan 2015
384,Ahmedabad,31,Gold,Bills,F,198937, India,Dec,2013,Dec 2013
385,Greater Mumbai,2,Gold,Bills,F,90745, India,Oct,2014,Oct 2014
386,Greater Mumbai,24,Silver,Bills,F,86676, India,Jul,2014,Jul 2014
387,Greater Mumbai,8,Platinum,Bills,F,163574, India,May,2015,May 2015
388,Greater Mumbai,27,Signature,Bills,F,2138, India,Apr,2015,Apr 2015
389,Bengaluru,11,Silver,Bills,F,253749, India,Jun,2014,Jun 2014
390,Delhi,6,Platinum,Bills,F,60187, India,Jun,2014,Jun 2014
391,Bengaluru,3,Platinum,Bills,F,15566, India,Mar,2015,Mar 2015
392,Greater Mumbai,11,Signature,Bills,F,242144, India,Jul,2014,Jul 2014
393,Delhi,17,Platinum,Bills,F,114049, India,Mar,2014,Mar 2014
394,Bengaluru,17,Gold,Bills,F,100992, India,Mar,2014,Mar 2014
395,Delhi,3,Silver,Bills,F,173017, India,Mar,2014,Mar 2014
396,Greater Mumbai,7,Gold,Bills,F,279567, India,Jun,2014,Jun 2014
397,Delhi,28,Signature,Bills,F,25016, India,Dec,2013,Dec 2013
398,Delhi,11,Silver,Bills,F,157982, India,Nov,2013,Nov 2013
399,Bengaluru,17,Signature,Bills,F,240387, India,May,2014,May 2014
400,Delhi,31,Platinum,Bills,F,134030, India,Aug,2014,Aug 2014
401,Bengaluru,26,Gold,Bills,F,108651, India,Jan,2015,Jan 2015
402,Delhi,17,Gold,Bills,F,138617, India,Jan,2014,Jan 2014
403,Bengaluru,27,Signature,Bills,F,98963, India,Jan,2014,Jan 2014
404,Delhi,24,Silver,Bills,F,25486, India,Dec,2013,Dec 2013
405,Delhi,3,Gold,Bills,F,231140, India,Mar,2015,Mar 2015
406,Ahmedabad,22,Gold,Bills,F,20032, India,Oct,2013,Oct 2013
407,Greater Mumbai,14,Gold,Bills,F,293938, India,Jan,2015,Jan 2015
408,Delhi,11,Silver,Bills,F,88175, India,Jan,2014,Jan 2014
409,Ahmedabad,7,Platinum,Bills,F,105297, India,Feb,2015,Feb 2015
410,Delhi,8,Platinum,Bills,F,129169, India,Oct,2013,Oct 2013
411,Greater Mumbai,14,Signature,Bills,F,172386, India,Aug,2014,Aug 2014
412,Greater Mumbai,9,Platinum,Bills,F,46369, India,May,2015,May 2015
413,Greater Mumbai,2,Silver,Bills,F,158636, India,Apr,2014,Apr 2014
414,Delhi,26,Signature,Bills,F,87219, India,Nov,2014,Nov 2014
415,Delhi,16,Gold,Bills,F,183445, India,Nov,2014,Nov 2014
416,Bengaluru,27,Silver,Bills,F,147977, India,Jun,2014,Jun 2014
417,Ahmedabad,19,Platinum,Bills,F,243279, India,Nov,2014,Nov 2014
418,Bengaluru,4,Platinum,Bills,F,243950, India,Apr,2014,Apr 2014
419,Delhi,14,Silver,Bills,F,32548, India,Apr,2015,Apr 2015
420,Delhi,9,Platinum,Bills,F,118126, India,Dec,2013,Dec 2013
421,Greater Mumbai,30,Platinum,Bills,F,13325, India,Nov,2013,Nov 2013
422,Greater Mumbai,16,Gold,Bills,F,295055, India,Feb,2014,Feb 2014
423,Greater Mumbai,12,Platinum,Bills,F,64764, India,Jan,2015,Jan 2015
424,Bengaluru,3,Platinum,Bills,F,174520, India,Feb,2014,Feb 2014
425,Delhi,5,Signature,Bills,F,72763, India,Nov,2013,Nov 2013
426,Greater Mumbai,27,Signature,Bills,F,269809, India,Sep,2014,Sep 2014
427,Delhi,29,Silver,Bills,F,81145, India,Jun,2014,Jun 2014
428,Ahmedabad,13,Silver,Bills,F,25948, India,Jul,2014,Jul 2014
429,Greater Mumbai,23,Silver,Bills,F,120188, India,Jan,2015,Jan 2015
430,Greater Mumbai,5,Signature,Bills,F,8259, India,Dec,2014,Dec 2014
431,Delhi,15,Signature,Bills,F,285830, India,Apr,2014,Apr 2014
432,Bengaluru,27,Gold,Bills,F,67039, India,Apr,2015,Apr 2015
433,Ahmedabad,25,Gold,Bills,F,14370, India,Jul,2014,Jul 2014
434,Ahmedabad,10,Platinum,Bills,F,54304, India,Oct,2014,Oct 2014
435,Greater Mumbai,18,Gold,Bills,F,188856, India,Oct,2013,Oct 2013
436,Ahmedabad,18,Gold,Bills,F,44635, India,Jan,2014,Jan 2014
437,Greater Mumbai,22,Platinum,Bills,F,227273, India,Nov,2013,Nov 2013
438,Delhi,26,Gold,Bills,F,234200, India,Mar,2014,Mar 2014
439,Delhi,12,Signature,Bills,F,79053, India,Dec,2014,Dec 2014
440,Greater Mumbai,1,Silver,Bills,F,49711, India,Mar,2015,Mar 2015
441,Greater Mumbai,29,Signature,Bills,F,203463, India,Oct,2014,Oct 2014
442,Bengaluru,29,Signature,Bills,F,196985, India,Jul,2014,Jul 2014
443,Greater Mumbai,18,Gold,Bills,F,246457, India,Apr,2015,Apr 2015
444,Delhi,5,Platinum,Bills,F,88344, India,Nov,2013,Nov 2013
445,Bengaluru,27,Signature,Bills,F,167457, India,Aug,2014,Aug 2014
446,Bengaluru,4,Gold,Bills,F,254598, India,Mar,2014,Mar 2014
447,Delhi,27,Platinum,Bills,F,102486, India,Jan,2014,Jan 2014
448,Greater Mumbai,18,Silver,Bills,F,159428, India,Jan,2014,Jan 2014
449,Bengaluru,28,Platinum,Bills,F,296987, India,Jan,2014,Jan 2014
450,Ahmedabad,6,Signature,Bills,F,89418, India,Feb,2015,Feb 2015
451,Delhi,26,Signature,Bills,F,77247, India,Feb,2015,Feb 2015
452,Bengaluru,24,Gold,Bills,F,66542, India,Jan,2014,Jan 2014
453,Greater Mumbai,27,Silver,Bills,F,194526, India,Nov,2014,Nov 2014
454,Bengaluru,16,Signature,Bills,F,178119, India,Jul,2014,Jul 2014
455,Bengaluru,16,Gold,Bills,F,258653, India,May,2014,May 2014
456,Delhi,2,Silver,Bills,F,97425, India,Nov,2014,Nov 2014
457,Delhi,23,Gold,Bills,F,223185, India,May,2014,May 2014
458,Greater Mumbai,28,Gold,Bills,F,224750, India,Jan,2015,Jan 2015
459,Ahmedabad,17,Signature,Bills,F,103363, India,Jan,2014,Jan 2014
460,Greater Mumbai,27,Platinum,Bills,F,49090, India,Nov,2014,Nov 2014
461,Bengaluru,20,Platinum,Bills,F,140584, India,Nov,2014,Nov 2014
462,Delhi,26,Platinum,Bills,F,61272, India,Jun,2014,Jun 2014
463,Delhi,2,Silver,Bills,F,25200, India,Jan,2014,Jan 2014
464,Greater Mumbai,9,Signature,Bills,F,249893, India,Dec,2013,Dec 2013
465,Bengaluru,25,Gold,Bills,F,91325, India,May,2014,May 2014
466,Greater Mumbai,14,Silver,Bills,F,81641, India,Apr,2014,Apr 2014
467,Greater Mumbai,14,Platinum,Bills,F,267700, India,Apr,2015,Apr 2015
468,Greater Mumbai,20,Silver,Food,F,193429, India,Nov,2014,Nov 2014
469,Ahmedabad,22,Gold,Food,F,97674, India,Apr,2014,Apr 2014
470,Bengaluru,8,Silver,Food,F,222579, India,Mar,2014,Mar 2014
471,Bengaluru,19,Platinum,Food,F,194846, India,Mar,2015,Mar 2015
472,Greater Mumbai,22,Signature,Food,F,62690, India,Feb,2015,Feb 2015
473,Greater Mumbai,8,Signature,Food,F,225614, India,Feb,2015,Feb 2015
474,Ahmedabad,20,Signature,Food,F,13879, India,Oct,2013,Oct 2013
475,Ahmedabad,4,Gold,Food,F,279579, India,Feb,2015,Feb 2015
476,Bengaluru,10,Gold,Food,F,253183, India,Sep,2014,Sep 2014
477,Bengaluru,10,Signature,Food,F,183197, India,May,2014,May 2014
478,Bengaluru,27,Gold,Food,F,260046, India,Aug,2014,Aug 2014
479,Bengaluru,21,Gold,Food,F,95981, India,Jul,2014,Jul 2014
480,Bengaluru,2,Gold,Food,F,157399, India,Mar,2014,Mar 2014
481,Delhi,20,Signature,Food,F,140041, India,Feb,2014,Feb 2014
482,Ahmedabad,5,Platinum,Food,F,288339, India,Jan,2014,Jan 2014
483,Ahmedabad,2,Platinum,Food,F,49494, India,Jan,2014,Jan 2014
484,Bengaluru,16,Platinum,Food,F,43954, India,Apr,2015,Apr 2015
485,Bengaluru,30,Platinum,Food,F,35543, India,Nov,2013,Nov 2013
486,Greater Mumbai,5,Signature,Food,F,12982, India,Jan,2014,Jan 2014
487,Delhi,2,Platinum,Food,F,213140, India,Apr,2014,Apr 2014
488,Greater Mumbai,22,Platinum,Food,F,95741, India,Oct,2013,Oct 2013
489,Bengaluru,7,Platinum,Food,F,129144, India,Dec,2013,Dec 2013
490,Ahmedabad,4,Gold,Food,F,115551, India,Mar,2014,Mar 2014
491,Bengaluru,26,Gold,Food,F,57961, India,Apr,2014,Apr 2014
492,Ahmedabad,4,Silver,Food,F,209527, India,Jan,2015,Jan 2015
493,Ahmedabad,8,Gold,Food,F,15892, India,Jul,2014,Jul 2014
494,Bengaluru,1,Signature,Food,F,155659, India,Dec,2013,Dec 2013
495,Greater Mumbai,17,Silver,Food,F,246215, India,Jun,2014,Jun 2014
496,Greater Mumbai,15,Signature,Food,F,149465, India,Oct,2014,Oct 2014
497,Ahmedabad,22,Gold,Food,F,259694, India,Aug,2014,Aug 2014
498,Delhi,23,Silver,Food,F,70009, India,Feb,2014,Feb 2014
499,Greater Mumbai,5,Gold,Food,F,233391, India,Jan,2015,Jan 2015
500,Ahmedabad,4,Silver,Food,F,35002, India,Aug,2014,Aug 2014
501,Ahmedabad,18,Silver,Food,F,156519, India,Apr,2015,Apr 2015
502,Bengaluru,22,Gold,Food,F,286786, India,Apr,2014,Apr 2014
503,Bengaluru,18,Signature,Food,F,173244, India,Sep,2014,Sep 2014
504,Bengaluru,31,Platinum,Food,F,195804, India,Dec,2014,Dec 2014
505,Ahmedabad,9,Platinum,Food,F,162827, India,Feb,2015,Feb 2015
506,Bengaluru,26,Signature,Food,F,20036, India,Jan,2015,Jan 2015
507,Bengaluru,17,Signature,Food,F,266125, India,Jul,2014,Jul 2014
508,Greater Mumbai,10,Signature,Food,F,156531, India,Mar,2014,Mar 2014
509,Ahmedabad,20,Signature,Food,F,288673, India,Oct,2014,Oct 2014
510,Ahmedabad,13,Signature,Food,F,67474, India,Oct,2014,Oct 2014
511,Delhi,28,Platinum,Food,F,220674, India,Sep,2014,Sep 2014
512,Greater Mumbai,24,Gold,Food,F,282988, India,Apr,2014,Apr 2014
513,Bengaluru,24,Signature,Food,F,206308, India,Aug,2014,Aug 2014
514,Bengaluru,27,Platinum,Food,F,243074, India,Nov,2014,Nov 2014
515,Ahmedabad,4,Signature,Food,F,247181, India,Apr,2015,Apr 2015
516,Greater Mumbai,8,Signature,Food,F,111842, India,Aug,2014,Aug 2014
517,Delhi,23,Gold,Food,F,277079, India,Mar,2015,Mar 2015
518,Delhi,28,Silver,Food,F,218638, India,Jan,2015,Jan 2015
519,Ahmedabad,14,Gold,Food,F,152216, India,Nov,2014,Nov 2014
520,Delhi,14,Signature,Food,F,42620, India,Apr,2015,Apr 2015
521,Ahmedabad,12,Gold,Food,F,101639, India,Jan,2014,Jan 2014
522,Greater Mumbai,2,Silver,Food,F,102966, India,Mar,2014,Mar 2014
523,Bengaluru,10,Platinum,Food,F,127650, India,Mar,2015,Mar 2015
524,Greater Mumbai,24,Platinum,Food,F,277737, India,Jun,2014,Jun 2014
525,Bengaluru,19,Signature,Food,F,251805, India,Mar,2015,Mar 2015
526,Ahmedabad,19,Signature,Food,F,288284, India,Feb,2014,Feb 2014
527,Bengaluru,22,Gold,Food,F,125290, India,Oct,2013,Oct 2013
528,Bengaluru,20,Silver,Food,F,166602, India,Aug,2014,Aug 2014
529,Ahmedabad,14,Silver,Food,F,219097, India,Apr,2014,Apr 2014
530,Bengaluru,26,Gold,Food,F,34082, India,Mar,2015,Mar 2015
531,Bengaluru,8,Silver,Food,F,20573, India,May,2014,May 2014
532,Bengaluru,28,Platinum,Food,F,245056, India,Oct,2013,Oct 2013
533,Ahmedabad,20,Signature,Food,F,131847, India,Dec,2013,Dec 2013
534,Delhi,16,Platinum,Food,F,276873, India,Jan,2015,Jan 2015
535,Bengaluru,6,Silver,Food,F,138342, India,May,2014,May 2014
536,Ahmedabad,9,Signature,Food,F,137292, India,Jan,2015,Jan 2015
537,Ahmedabad,4,Signature,Food,F,147750, India,Mar,2014,Mar 2014
538,Bengaluru,18,Signature,Food,F,2397, India,Oct,2013,Oct 2013
539,Bengaluru,16,Gold,Food,F,31051, India,Jul,2014,Jul 2014
540,Delhi,1,Signature,Food,F,55137, India,Oct,2014,Oct 2014
541,Greater Mumbai,8,Gold,Food,F,136040, India,Nov,2013,Nov 2013
542,Ahmedabad,8,Platinum,Food,F,181721, India,Dec,2014,Dec 2014
543,Delhi,12,Signature,Food,F,81753, India,Mar,2014,Mar 2014
544,Ahmedabad,28,Platinum,Food,F,266386, India,Nov,2014,Nov 2014
545,Ahmedabad,3,Silver,Food,F,259008, India,May,2015,May 2015
546,Greater Mumbai,10,Silver,Food,F,250995, India,Mar,2015,Mar 2015
547,Delhi,6,Signature,Food,F,232155, India,Oct,2014,Oct 2014
548,Greater Mumbai,13,Silver,Food,F,48012, India,Feb,2014,Feb 2014
549,Delhi,1,Signature,Food,F,296543, India,Jan,2015,Jan 2015
550,Greater Mumbai,25,Signature,Food,F,246893, India,Dec,2014,Dec 2014
551,Ahmedabad,19,Platinum,Food,F,95807, India,Mar,2015,Mar 2015
552,Ahmedabad,22,Platinum,Food,F,165278, India,Aug,2014,Aug 2014
553,Ahmedabad,15,Silver,Food,F,191618, India,Aug,2014,Aug 2014
554,Greater Mumbai,26,Silver,Food,F,159718, India,Apr,2015,Apr 2015
555,Ahmedabad,28,Gold,Food,F,213552, India,Nov,2014,Nov 2014
556,Greater Mumbai,3,Gold,Food,F,249061, India,May,2015,May 2015
557,Delhi,24,Silver,Food,F,279377, India,Feb,2014,Feb 2014
558,Delhi,19,Silver,Food,F,233694, India,Dec,2014,Dec 2014
559,Bengaluru,21,Silver,Food,F,102362, India,Jun,2014,Jun 2014
560,Bengaluru,10,Silver,Food,F,108296, India,Sep,2014,Sep 2014
561,Bengaluru,13,Gold,Food,F,258275, India,Apr,2015,Apr 2015
562,Bengaluru,21,Silver,Food,F,194260, India,Oct,2014,Oct 2014
563,Bengaluru,12,Gold,Food,F,167903, India,Apr,2015,Apr 2015
564,Ahmedabad,29,Silver,Food,F,128266, India,Jan,2015,Jan 2015
565,Bengaluru,19,Signature,Food,F,268543, India,Jan,2015,Jan 2015
566,Ahmedabad,17,Signature,Food,F,30653, India,Mar,2014,Mar 2014
567,Greater Mumbai,1,Signature,Food,F,189981, India,Jan,2015,Jan 2015
568,Delhi,28,Gold,Food,F,230325, India,Apr,2015,Apr 2015
569,Greater Mumbai,13,Signature,Food,F,176871, India,Mar,2015,Mar 2015
570,Greater Mumbai,9,Platinum,Food,F,171241, India,Dec,2014,Dec 2014
571,Greater Mumbai,7,Silver,Food,F,91846, India,Mar,2014,Mar 2014
572,Delhi,13,Silver,Food,F,162813, India,Nov,2013,Nov 2013
573,Delhi,4,Silver,Food,F,28569, India,Nov,2014,Nov 2014
574,Bengaluru,16,Silver,Food,F,231827, India,Nov,2014,Nov 2014
575,Delhi,4,Silver,Food,F,281283, India,Mar,2015,Mar 2015
576,Bengaluru,15,Silver,Food,F,291358, India,Oct,2013,Oct 2013
577,Delhi,27,Signature,Food,F,288888, India,Jul,2014,Jul 2014
578,Delhi,22,Gold,Food,F,283575, India,Nov,2014,Nov 2014
579,Greater Mumbai,24,Silver,Food,F,132827, India,Jul,2014,Jul 2014
580,Delhi,31,Silver,Food,F,200721, India,Aug,2014,Aug 2014
581,Ahmedabad,12,Signature,Food,F,190220, India,Jan,2014,Jan 2014
582,Ahmedabad,5,Signature,Food,F,265508, India,Feb,2015,Feb 2015
583,Greater Mumbai,10,Platinum,Food,F,298838, India,Dec,2013,Dec 2013
584,Greater Mumbai,12,Silver,Food,F,203106, India,Jan,2014,Jan 2014
585,Ahmedabad,19,Platinum,Food,F,196647, India,Oct,2014,Oct 2014
586,Delhi,5,Gold,Food,F,136602, India,Jan,2015,Jan 2015
587,Greater Mumbai,24,Gold,Food,F,236980, India,Feb,2014,Feb 2014
588,Greater Mumbai,23,Signature,Food,F,59121, India,Mar,2014,Mar 2014
589,Bengaluru,7,Silver,Food,F,193944, India,Jan,2014,Jan 2014
590,Greater Mumbai,13,Platinum,Food,F,109857, India,Aug,2014,Aug 2014
591,Bengaluru,30,Signature,Food,F,57768, India,Oct,2013,Oct 2013
592,Ahmedabad,2,Gold,Food,F,207196, India,Aug,2014,Aug 2014
593,Ahmedabad,26,Platinum,Food,F,8056, India,Aug,2014,Aug 2014
594,Ahmedabad,5,Platinum,Food,F,178478, India,Jan,2015,Jan 2015
595,Bengaluru,2,Platinum,Food,F,246046, India,Aug,2014,Aug 2014
596,Ahmedabad,29,Platinum,Food,F,192382, India,Apr,2014,Apr 2014
597,Greater Mumbai,25,Gold,Food,F,19158, India,Oct,2014,Oct 2014
598,Greater Mumbai,15,Platinum,Food,F,9552, India,Dec,2014,Dec 2014
599,Delhi,15,Platinum,Food,F,276862, India,Mar,2015,Mar 2015
600,Bengaluru,9,Silver,Food,F,147958, India,Nov,2014,Nov 2014
601,Greater Mumbai,20,Gold,Food,F,151436, India,Sep,2014,Sep 2014
602,Ahmedabad,26,Signature,Food,F,271595, India,Nov,2014,Nov 2014
603,Bengaluru,27,Platinum,Food,F,8115, India,Dec,2014,Dec 2014
604,Greater Mumbai,27,Silver,Food,F,73172, India,Jul,2014,Jul 2014
605,Delhi,3,Signature,Food,F,196816, India,Sep,2014,Sep 2014
606,Ahmedabad,16,Signature,Food,F,162829, India,Feb,2014,Feb 2014
607,Bengaluru,17,Signature,Food,F,252669, India,Oct,2013,Oct 2013
608,Ahmedabad,7,Gold,Food,F,54746, India,Feb,2014,Feb 2014
609,Bengaluru,11,Platinum,Food,F,108079, India,Nov,2013,Nov 2013
610,Ahmedabad,11,Platinum,Food,F,240804, India,Mar,2015,Mar 2015
611,Ahmedabad,7,Silver,Food,F,11289, India,Mar,2015,Mar 2015
612,Bengaluru,22,Silver,Food,F,127020, India,Nov,2014,Nov 2014
613,Greater Mumbai,4,Signature,Food,F,114777, India,Apr,2014,Apr 2014
614,Delhi,17,Platinum,Food,F,88003, India,Jan,2015,Jan 2015
615,Delhi,23,Silver,Food,F,153154, India,Dec,2014,Dec 2014
616,Bengaluru,16,Gold,Food,F,114863, India,Oct,2014,Oct 2014
617,Bengaluru,18,Gold,Food,F,126912, India,Jul,2014,Jul 2014
618,Bengaluru,4,Platinum,Food,F,12621, India,Dec,2013,Dec 2013
619,Bengaluru,1,Silver,Food,F,248699, India,Sep,2014,Sep 2014
620,Ahmedabad,12,Gold,Food,F,232388, India,Apr,2015,Apr 2015
621,Delhi,9,Silver,Food,F,168039, India,Nov,2013,Nov 2013
622,Delhi,4,Silver,Food,F,122944, India,Oct,2013,Oct 2013
623,Bengaluru,19,Platinum,Food,F,171746, India,May,2014,May 2014
624,Greater Mumbai,11,Platinum,Food,F,168495, India,Aug,2014,Aug 2014
625,Ahmedabad,20,Signature,Food,F,252614, India,Sep,2014,Sep 2014
626,Greater Mumbai,28,Platinum,Food,F,233161, India,Apr,2015,Apr 2015
627,Greater Mumbai,17,Gold,Food,F,85459, India,Nov,2013,Nov 2013
628,Ahmedabad,11,Signature,Food,F,156075, India,Mar,2014,Mar 2014
629,Greater Mumbai,16,Signature,Food,F,161329, India,Jul,2014,Jul 2014
630,Greater Mumbai,14,Gold,Food,F,183105, India,Jan,2014,Jan 2014
631,Delhi,1,Signature,Food,F,252691, India,Nov,2014,Nov 2014
632,Delhi,4,Gold,Food,F,221345, India,Apr,2015,Apr 2015
633,Ahmedabad,4,Platinum,Food,F,131014, India,Jun,2014,Jun 2014
634,Ahmedabad,28,Gold,Food,F,21571, India,Dec,2013,Dec 2013
635,Greater Mumbai,16,Silver,Food,F,152307, India,Oct,2013,Oct 2013
636,Greater Mumbai,11,Platinum,Food,F,193060, India,Mar,2015,Mar 2015
637,Bengaluru,8,Silver,Food,F,133084, India,Jan,2015,Jan 2015
638,Ahmedabad,8,Gold,Food,F,194361, India,May,2014,May 2014
639,Ahmedabad,5,Silver,Food,F,286369, India,Sep,2014,Sep 2014
640,Greater Mumbai,5,Silver,Food,F,294814, India,Dec,2013,Dec 2013
641,Bengaluru,1,Gold,Food,F,276647, India,Oct,2014,Oct 2014
642,Greater Mumbai,20,Signature,Food,F,269712, India,Dec,2013,Dec 2013
643,Bengaluru,30,Silver,Food,F,167306, India,Dec,2013,Dec 2013
644,Greater Mumbai,19,Silver,Food,F,102247, India,Nov,2014,Nov 2014
645,Bengaluru,15,Platinum,Food,F,169677, India,Oct,2014,Oct 2014
646,Greater Mumbai,9,Signature,Food,F,253586, India,Jul,2014,Jul 2014
647,Delhi,27,Gold,Food,F,285567, India,Apr,2014,Apr 2014
648,Ahmedabad,13,Signature,Food,F,155529, India,Oct,2013,Oct 2013
649,Delhi,17,Platinum,Food,F,214039, India,Nov,2014,Nov 2014
650,Greater Mumbai,4,Signature,Food,F,25392, India,Jan,2015,Jan 2015
651,Ahmedabad,9,Platinum,Food,F,157972, India,Mar,2015,Mar 2015
652,Greater Mumbai,15,Silver,Food,F,200754, India,Jun,2014,Jun 2014
653,Delhi,22,Silver,Food,F,24981, India,Feb,2014,Feb 2014
654,Delhi,10,Silver,Food,F,223418, India,Jun,2014,Jun 2014
655,Bengaluru,6,Signature,Food,F,23309, India,Aug,2014,Aug 2014
656,Bengaluru,4,Signature,Food,F,85771, India,Mar,2014,Mar 2014
657,Delhi,30,Silver,Food,F,189297, India,Jan,2015,Jan 2015
658,Greater Mumbai,15,Gold,Food,F,125003, India,Mar,2014,Mar 2014
659,Ahmedabad,20,Silver,Food,F,226929, India,Feb,2015,Feb 2015
660,Greater Mumbai,13,Silver,Food,F,176275, India,Feb,2015,Feb 2015
661,Bengaluru,6,Platinum,Food,F,253338, India,Feb,2015,Feb 2015
662,Ahmedabad,13,Signature,Food,F,213508, India,Jul,2014,Jul 2014
663,Delhi,4,Platinum,Food,F,147766, India,Jan,2014,Jan 2014
664,Bengaluru,25,Signature,Food,F,275085, India,Jul,2014,Jul 2014
665,Ahmedabad,10,Platinum,Food,F,40010, India,Nov,2014,Nov 2014
666,Ahmedabad,22,Signature,Food,F,66775, India,Nov,2014,Nov 2014
667,Ahmedabad,25,Platinum,Food,F,292554, India,Nov,2014,Nov 2014
668,Delhi,1,Platinum,Food,F,263104, India,Nov,2014,Nov 2014
669,Delhi,29,Platinum,Food,F,154806, India,Nov,2014,Nov 2014
670,Bengaluru,29,Gold,Food,F,129650, India,Jan,2015,Jan 2015
671,Ahmedabad,16,Signature,Food,F,249446, India,Jan,2015,Jan 2015
672,Bengaluru,9,Signature,Food,F,135794, India,Aug,2014,Aug 2014
673,Ahmedabad,31,Platinum,Food,F,16468, India,Aug,2014,Aug 2014
674,Greater Mumbai,17,Gold,Food,F,185621, India,Jan,2014,Jan 2014
675,Delhi,17,Platinum,Food,F,279320, India,Sep,2014,Sep 2014
676,Greater Mumbai,29,Platinum,Food,F,271787, India,Dec,2013,Dec 2013
677,Ahmedabad,29,Silver,Food,F,64241, India,Oct,2013,Oct 2013
678,Bengaluru,31,Platinum,Food,F,297737, India,Mar,2014,Mar 2014
679,Bengaluru,29,Gold,Food,F,192039, India,Jun,2014,Jun 2014
680,Delhi,12,Gold,Food,F,39866, India,Apr,2015,Apr 2015
681,Bengaluru,22,Gold,Food,F,112782, India,Aug,2014,Aug 2014
682,Delhi,17,Gold,Food,F,113433, India,Oct,2013,Oct 2013
683,Greater Mumbai,16,Gold,Food,F,95081, India,May,2015,May 2015
684,Bengaluru,13,Signature,Food,F,148769, India,Nov,2013,Nov 2013
685,Ahmedabad,30,Gold,Food,F,161873, India,Dec,2013,Dec 2013
686,Bengaluru,23,Gold,Food,F,225071, India,Feb,2015,Feb 2015
687,Delhi,9,Gold,Food,F,260239, India,Mar,2015,Mar 2015
688,Greater Mumbai,30,Gold,Food,F,161682, India,Mar,2015,Mar 2015
689,Greater Mumbai,7,Signature,Food,F,59926, India,Nov,2014,Nov 2014
690,Bengaluru,2,Platinum,Food,F,22964, India,May,2014,May 2014
691,Greater Mumbai,14,Platinum,Food,F,48570, India,Oct,2013,Oct 2013
692,Bengaluru,17,Silver,Food,F,52970, India,Oct,2014,Oct 2014
693,Bengaluru,20,Platinum,Food,F,13160, India,Feb,2015,Feb 2015
694,Ahmedabad,6,Gold,Food,F,295163, India,May,2014,May 2014
695,Bengaluru,27,Silver,Food,F,158649, India,Apr,2015,Apr 2015
696,Delhi,22,Platinum,Food,F,120780, India,Oct,2013,Oct 2013
